 ,Feed_ID,HGV,Non_HGV,Start_Time,Start_Date,End_Time,End_Date
0,0.0,1.0,3.0,22:24,2022/05/01,22:24,2022/05/01
1,1.0,1.0,3.0,22:24,2022/05/01,22:24,2022/05/01
2,0.0,0.0,3.0,22:24,2022/05/01,22:24,2022/05/01
3,1.0,0.0,3.0,22:24,2022/05/01,22:24,2022/05/01
